elevation,aspect,slope,horz dist water,vert dist water,horz dist road,hillshade 9am,hillshade noon,hillshade 3pm,horz dist fire,wilderness area,cover
3145,243,18,570,104,1142,183,251,204,1092,0,2
2715,322,22,95,38,1664,159,212,191,2250,0,2
3238,343,19,630,162,1026,178,207,166,2007,0,2
3066,320,4,90,8,4992,209,236,165,2706,1,1
2840,84,9,631,14,780,233,225,125,1441,0,2
2858,85,8,295,6,3310,232,226,126,3032,1,2
2734,75,7,190,3,1074,228,228,133,912,0,2
3545,44,18,920,133,2580,221,199,106,1565,1,1
2992,312,11,134,25,3214,189,232,183,1945,1,2
3150,130,4,212,14,4421,226,237,146,1872,1,1
2825,20,12,361,33,1745,212,215,139,1320,1,2
3311,24,16,402,108,5015,210,204,127,258,1,1
2841,151,12,95,15,2678,235,240,134,2823,1,2
3286,76,11,277,59,1604,234,220,117,2698,1,1
2940,353,15,633,76,2766,194,214,157,1846,1,2
2619,59,16,170,41,1008,231,205,102,1473,0,2
2871,33,11,67,10,3115,218,216,133,4481,1,2
3158,82,7,30,-3,2389,230,228,132,1434,0,1
2823,45,11,402,-8,1008,223,217,127,2431,1,2
2888,300,14,60,12,3013,181,234,193,1794,1,1
2958,55,9,30,5,3663,226,221,128,1706,1,2
3009,0,29,379,90,2630,164,171,134,1436,0,2
2791,146,27,90,35,1364,245,224,89,1574,0,2
2795,74,17,297,46,3104,238,205,92,2506,1,2
3024,350,13,247,38,742,195,217,160,1047,0,2
3094,255,5,582,40,2659,209,243,172,1974,0,2
2842,73,15,85,26,3292,236,211,103,1816,1,2
2752,78,24,127,19,2979,242,189,63,1328,0,2
3331,3,16,90,1,1965,197,209,147,4821,0,1
2857,328,28,313,114,3648,141,195,187,1176,1,2
3011,172,7,162,3,5383,225,244,152,1894,1,2
2919,251,9,339,26,5783,201,246,183,6049,1,2
3219,260,15,680,85,3320,181,247,204,1063,0,1
2735,77,16,60,-12,2372,239,209,96,510,0,2
2743,50,16,30,5,994,225,202,106,532,0,1
2670,151,13,60,1,1598,236,240,131,5491,1,2
3208,39,10,108,7,3171,221,219,132,4911,1,1
2829,1,14,480,94,1842,199,212,150,2773,1,2
3147,144,20,258,48,162,244,232,108,4200,0,2
3246,97,21,162,88,4932,249,204,73,1524,1,1
3059,332,13,42,1,2617,190,224,173,674,0,1
2499,212,20,67,13,886,198,254,185,1191,0,2
2745,116,6,283,41,2440,231,234,137,5625,1,2
2864,90,9,67,3,2474,233,227,125,470,0,1
3123,215,11,616,63,6117,209,251,176,1827,1,2
2682,80,13,404,-33,1260,237,217,109,1233,1,2
3216,213,13,700,107,577,208,252,178,2885,0,2
3131,76,4,335,-9,4575,225,232,143,1819,1,1
3216,43,18,90,-9,1616,221,198,106,2821,1,1
3219,19,14,342,41,1123,209,210,136,541,0,1
2857,120,30,127,59,4927,254,199,49,4614,1,2
2778,45,1,420,111,2874,219,236,154,6538,1,1
3195,35,4,577,99,1577,219,231,148,2546,0,1
2726,342,19,175,70,2048,177,207,167,2620,1,2
2764,17,6,0,0,3039,215,228,150,5466,1,2
2576,105,7,210,26,402,233,231,130,1323,1,2
3296,37,17,335,125,5297,217,201,114,1380,1,2
3229,66,9,210,18,5219,229,221,124,285,1,1
2634,78,12,488,96,1121,235,219,114,3761,1,2
3055,349,8,295,28,1170,205,226,160,242,0,1
2927,67,2,175,10,4895,221,235,151,2543,1,2
2936,237,10,404,33,5584,203,249,183,3753,1,2
3016,312,19,60,-9,780,167,223,195,1116,0,1
2765,10,8,180,31,1398,211,224,149,1761,1,1
3153,143,14,0,0,3500,239,236,123,2584,1,1
3057,223,17,124,39,722,195,254,191,577,0,2
2754,80,26,90,29,983,243,184,54,1382,0,2
3206,44,36,418,93,836,203,140,45,1717,1,1
3241,292,17,430,207,2955,170,234,204,3009,0,2
2819,289,16,95,21,2305,173,236,202,2145,0,2
2729,318,7,95,31,1092,202,234,171,2365,1,2
3203,310,11,124,20,828,191,233,182,816,0,1
3041,166,20,420,62,1706,232,242,132,1356,1,2
2860,69,21,162,47,3078,237,194,79,2113,0,2
2896,23,10,42,3,3990,214,219,140,3932,1,2
2828,48,17,216,68,1411,224,202,106,2636,0,2
3198,29,12,30,-1,2829,216,214,133,2766,0,1
3306,354,11,711,122,721,202,221,157,1138,0,1
2724,24,15,60,3,182,211,207,129,1302,1,2
2751,13,12,331,0,1343,208,216,143,1187,1,2
2891,138,24,390,112,2042,248,223,89,1965,0,2
2672,25,21,90,22,1040,205,189,114,1994,1,2
2976,116,10,42,4,2356,238,230,122,742,1,1
3112,3,9,212,-6,2322,207,222,152,2331,0,2
3115,347,4,309,40,2078,211,232,159,2376,0,2
3004,5,17,67,13,3786,196,205,143,2482,1,1
2927,198,18,150,55,3436,212,252,169,2210,0,2
2742,39,12,60,21,1167,220,213,126,2320,0,2
2842,12,12,408,66,2335,208,216,144,2275,1,2
2992,232,11,492,16,5202,202,250,185,1650,1,2
3034,14,4,553,138,2142,216,231,153,2783,0,2
3190,272,6,537,63,6004,203,242,178,2806,1,2
3274,45,8,390,110,4152,223,222,134,1863,0,1
3238,94,10,150,-7,644,236,226,120,2227,1,1
3131,110,5,85,11,2006,228,234,140,2746,1,2
2544,7,4,258,32,323,215,232,154,1317,1,2
2926,150,13,30,0,5180,236,239,131,3261,1,1
2759,64,10,228,42,466,230,219,122,2549,1,2
2885,78,6,42,0,1536,227,230,137,2096,1,2
2737,320,7,30,-3,1456,201,233,171,2596,1,2
3035,183,20,323,60,1578,221,249,152,3517,1,1
3215,265,20,60,6,2213,165,245,216,3207,1,1
3413,193,9,420,20,3159,220,247,162,170,0,1
3218,268,16,769,94,3378,176,245,207,1073,0,1
2932,272,31,335,132,2279,125,231,237,1328,0,1
2786,53,28,335,54,1101,222,169,63,1922,0,2
3067,151,9,85,-5,6841,231,240,140,2746,1,2
2960,178,18,95,9,2190,225,247,147,3103,0,2
2906,193,6,153,6,5036,220,245,161,4644,1,2
3154,317,9,210,52,2100,197,233,175,553,0,2
2769,3,15,150,33,525,198,209,147,2297,1,2
3122,85,6,30,0,1194,228,230,136,2424,1,1
3003,237,10,95,29,3324,203,249,183,1243,0,2
3092,169,14,30,-8,2227,230,245,143,3554,1,1
3070,155,10,170,-6,5963,231,241,141,2592,1,1
3316,126,20,255,73,2564,249,222,91,2617,1,1
2870,29,13,30,8,1641,215,211,130,2828,0,2
2901,148,12,277,82,2080,236,239,131,1061,0,2
2787,321,30,124,12,1348,130,195,198,1543,0,1
3065,284,4,319,44,2486,209,240,169,1922,0,1
2711,125,28,85,28,1266,253,208,63,778,0,2
3030,278,20,594,220,1883,161,239,216,752,0,2
3040,321,6,30,2,3577,204,234,169,421,1,1
3193,275,18,732,141,6189,170,242,210,1518,1,2
3084,48,6,0,0,5043,223,226,139,2151,1,1
2886,81,12,301,70,3441,236,219,112,3031,1,2
2971,44,18,511,90,1789,221,199,106,3085,0,2
2890,93,9,0,0,3196,234,227,125,1890,1,2
2595,113,7,190,25,2940,233,233,132,2638,0,2
3140,93,13,306,69,430,241,219,106,741,0,2
2972,332,4,0,0,5487,211,235,162,2279,1,1
3064,33,8,362,-4,1478,219,222,139,2979,1,1
2959,139,13,417,42,5414,239,236,124,2330,1,2
3037,225,5,859,141,5791,213,245,169,5609,1,2
3190,104,16,268,44,4949,245,218,97,1471,1,1
3026,256,10,573,-42,1793,196,247,189,2305,0,2
3112,301,15,577,107,6157,176,232,196,1557,1,2
3168,45,5,30,2,1840,222,228,142,458,1,1
3061,95,8,711,89,2429,234,228,126,2301,0,1
3070,61,12,541,203,6341,230,215,116,3792,1,2
2590,38,17,268,14,853,218,200,112,150,1,2
3239,11,10,569,91,5693,209,220,147,2589,1,2
2870,100,11,350,50,2193,238,225,116,2802,1,2
3622,57,29,1075,337,2486,226,167,55,1337,1,1
2821,41,9,0,0,2461,221,221,134,2241,0,1
3156,337,2,212,14,5816,215,236,159,845,1,1
2750,167,12,42,11,3610,230,244,145,1332,1,1
3169,155,15,659,-37,551,236,240,130,1890,0,2
2778,31,8,42,4,1530,218,222,140,1632,0,1
3111,339,26,335,130,228,154,192,171,1449,0,1
2943,257,12,120,32,5706,191,247,194,1123,1,2
3103,199,18,319,42,1754,211,253,170,797,1,1
2819,3,10,42,-2,2647,206,220,152,2640,1,1
3148,63,12,180,47,2490,230,216,117,1756,1,1
2892,251,25,420,243,1956,158,248,222,1560,0,2
3458,77,19,579,24,2577,240,201,84,2021,1,1
3146,315,5,361,20,3534,206,236,168,3834,1,1
2830,12,18,153,42,2525,199,201,135,1606,1,2
3280,338,11,268,37,1374,196,225,167,2008,0,1
3017,94,7,60,0,1718,231,230,132,1771,1,2
3091,48,6,218,6,1315,222,227,140,1471,0,2
2773,77,9,60,-13,2155,232,224,125,1221,1,2
2780,2,16,108,3,1924,195,207,148,1493,1,2
2970,146,30,150,0,484,245,219,80,1667,1,2
2792,0,9,703,62,2774,206,222,154,1652,0,2
2539,42,7,390,13,732,222,224,137,3622,1,2
2410,299,18,85,16,514,166,230,203,1236,0,2
3041,155,13,366,42,5260,235,241,135,3175,1,2
3132,5,17,642,53,1034,196,205,143,1554,0,1
3000,143,18,228,46,1640,243,233,111,2305,0,2
3110,59,11,319,35,4547,228,217,120,3076,1,1
3168,45,10,797,-3,4277,223,218,129,2072,1,1
2821,24,22,361,126,2754,202,186,113,1939,1,2
3147,354,18,300,37,1673,187,205,154,1974,0,1
3014,7,12,60,13,6374,205,215,147,3449,1,2
2989,9,23,365,92,2128,188,189,131,1919,0,2
3194,348,8,365,99,5038,205,227,160,1998,1,1
3008,309,12,190,43,4327,186,232,186,361,1,1
3165,117,17,485,124,895,246,222,99,1456,0,2
3261,292,12,560,-13,2513,186,238,191,518,0,1
2962,15,14,255,27,1998,207,211,139,847,0,2
3256,84,9,589,97,1307,233,225,123,2010,1,1
3121,137,9,180,26,1110,234,237,133,1989,1,1
3351,125,4,700,104,1124,226,237,145,2368,0,1
2745,91,21,30,12,2305,247,202,75,351,0,2
2909,336,6,85,16,4413,207,232,164,6043,1,2
3081,332,16,67,7,390,182,218,175,780,0,1
2896,81,6,228,29,4085,228,230,136,6303,1,2
3083,37,20,313,-85,979,215,192,105,902,1,1
2789,162,2,162,22,2259,220,239,155,2672,1,1
2921,188,12,60,-9,2220,221,249,159,1917,0,2
2946,318,18,175,53,3379,171,221,189,1634,1,2
3183,310,4,467,-1,666,209,237,166,933,0,2
3046,126,21,60,1,661,250,220,88,1831,1,1
2628,254,33,120,58,1209,129,240,236,1172,0,2
3150,0,15,450,34,2989,196,210,150,2911,0,2
3131,153,25,990,100,3109,241,232,104,2489,0,2
2950,359,19,323,89,700,187,201,148,1706,0,2
3209,43,10,540,81,1332,222,219,131,1890,0,2
2719,9,24,402,-30,2940,187,186,129,2486,0,1
3039,69,18,360,24,4519,236,203,92,845,1,2
3261,86,21,42,10,1784,245,199,73,2873,1,1
2718,337,5,30,-4,1254,208,232,163,1956,1,1
2899,279,12,90,21,1190,187,242,194,1736,1,2
3352,110,20,175,70,1979,250,214,83,2820,1,1
2900,40,22,480,143,1136,215,185,94,2771,0,2
3389,324,6,443,89,1289,204,233,168,3000,0,1
3301,15,3,150,-5,5573,217,233,154,618,1,1
2820,8,19,218,77,1275,195,199,137,1144,0,1
3122,162,23,361,92,1832,235,238,120,2106,0,1
2774,8,22,339,40,1022,189,191,134,845,0,2
2951,31,19,324,144,1889,211,194,112,2701,0,2
2972,283,6,30,1,2474,202,240,177,805,1,1
2950,106,6,170,17,1989,231,232,135,2018,1,2
3019,83,8,300,12,1727,231,227,128,1774,1,1
3254,57,25,268,85,1632,228,180,71,2613,0,1
2946,105,19,228,32,4511,249,213,85,1565,1,2
3242,40,15,85,19,3330,220,207,118,3164,0,2
3056,188,25,323,119,3550,213,249,156,1110,0,2
2876,336,16,268,71,1889,182,216,172,1425,0,1
3169,102,27,216,70,1384,253,194,51,2313,1,1
2985,58,15,85,5,1195,230,208,108,2201,0,1
3172,320,16,420,79,2890,177,223,186,3495,1,1
2875,29,13,376,-52,481,215,210,129,1937,1,2
2962,45,7,210,43,4751,222,224,137,5958,1,2
2995,315,16,424,151,5353,175,225,189,5099,1,2
2874,23,14,379,79,3189,212,210,133,1168,0,2
2943,68,10,582,15,977,231,220,121,2151,1,2
3029,14,15,664,134,1194,205,209,138,1922,0,1
2975,203,21,190,29,1666,205,253,175,2362,0,2
3165,190,11,150,27,3254,220,248,161,1376,0,2
2706,113,2,228,27,1350,222,237,151,3684,1,2
3041,252,3,430,57,3238,213,241,166,735,0,2
2932,250,15,642,135,2430,187,249,199,1682,0,2
3192,216,23,175,29,1884,190,254,191,4172,0,1
2641,122,21,108,-5,1557,250,219,87,5190,1,2
3125,71,13,216,15,2070,234,214,110,3207,0,1
2775,38,22,150,-4,859,214,186,97,968,0,1
3063,222,7,124,4,5586,211,247,172,2131,1,2
3302,327,11,446,79,4237,192,227,174,1771,0,1
2952,56,5,60,-9,1405,223,229,141,2096,1,1
3290,308,15,592,55,702,177,229,192,1366,0,1
3290,328,9,510,15,2467,198,230,171,722,0,1
3285,354,9,569,134,3111,206,225,158,793,0,1
3196,275,8,95,17,2904,199,242,182,1358,0,1
2718,35,9,277,29,2143,219,220,136,5622,1,2
2652,22,16,85,23,768,208,204,129,1273,0,2
2762,165,27,60,0,1266,231,237,118,2026,0,2
2989,43,11,30,1,1397,222,217,128,1463,0,2
2946,4,11,324,-29,1310,206,220,151,450,0,2
3073,51,10,457,74,5418,225,218,126,3582,1,2
3011,275,9,474,95,5484,197,242,185,1689,1,2
3075,226,15,108,21,446,198,253,189,726,0,2
2671,128,18,120,-15,1092,247,225,99,2192,1,2
2741,290,10,540,117,1485,191,239,188,691,1,2
3318,173,28,190,42,1215,224,240,129,1022,1,1
3108,198,23,451,-79,1802,206,252,170,3724,1,1
2683,277,4,0,0,1833,209,240,169,1092,0,1
3359,75,5,644,107,1190,226,231,140,2554,0,1
3076,90,3,283,11,1426,224,234,146,1552,1,1
3113,119,12,170,2,313,241,229,117,2125,1,2
2795,312,21,108,32,3814,160,220,198,1040,1,2
2973,194,19,832,173,2670,214,252,165,1476,0,2
2906,15,15,108,19,558,206,209,138,1611,0,2
2749,82,13,541,39,1510,237,218,109,2779,1,2
3254,280,16,424,136,1148,173,240,206,2024,1,2
3331,178,12,297,52,3873,225,247,152,1833,0,1
2966,319,32,384,196,702,124,193,200,1242,0,1
3051,191,12,30,-1,499,219,249,162,633,0,2
2595,54,2,256,50,607,220,234,150,997,1,2
2902,237,18,577,281,738,184,253,202,1630,0,2
2955,356,22,210,77,5374,178,194,149,1074,1,2
2698,58,26,150,30,2714,228,176,66,1116,0,2
2926,248,9,270,26,5360,202,247,183,4650,1,2
2734,236,12,0,0,2440,199,250,188,484,0,1
2687,99,5,150,29,1777,228,233,140,6620,1,2
2908,94,17,150,42,3015,244,213,93,2089,1,2
2962,114,10,124,26,1707,238,230,121,543,0,2
3310,4,14,313,71,3360,201,213,148,2419,0,1
3227,322,3,67,5,511,212,236,162,1123,0,2
2871,51,19,95,15,4189,226,196,97,3421,1,2
3237,104,14,162,23,319,243,221,105,799,0,2
2848,24,10,309,21,2777,215,218,139,3790,1,2
3313,186,11,242,34,3842,222,248,159,1802,0,1
3105,27,14,371,88,1503,213,208,128,2812,0,1
3160,150,15,124,4,4747,238,238,126,1276,1,1
3149,7,14,30,7,5259,202,212,145,1008,1,1
2922,235,26,108,48,1471,166,252,214,984,0,2
3256,49,14,330,52,1061,225,209,115,816,0,1
3091,43,8,42,5,3466,222,222,135,1173,1,1
2999,327,7,60,1,4163,204,233,168,630,1,1
2634,55,15,60,13,1006,228,207,109,6217,1,2
2807,356,23,390,183,1224,176,192,149,624,0,2
3064,17,10,633,205,1784,212,219,144,3149,0,1
3100,25,13,430,20,3720,213,212,133,4405,1,1
3024,156,15,240,10,5400,236,241,131,1800,1,2
2964,143,22,85,27,4652,245,229,100,1385,1,2
2630,83,6,242,52,1230,229,230,135,865,1,2
2962,65,16,390,46,4632,233,205,98,2106,1,2
2774,69,32,272,125,1155,235,161,34,785,0,2
2912,135,5,0,0,837,228,238,144,2102,1,2
2824,326,11,30,10,3580,193,228,175,6084,1,2
3338,98,10,180,5,876,237,225,118,3733,0,2
3168,232,14,216,31,1812,196,252,191,2079,0,1
3288,303,11,120,12,1559,190,235,185,1443,0,1
2996,303,13,127,18,426,185,234,189,300,0,1
3037,45,13,351,3,3922,223,210,119,2412,1,2
2857,160,6,60,8,2623,227,241,148,2120,1,2
2880,61,17,601,-47,655,231,202,98,2419,1,2
2742,64,19,162,10,1756,234,199,90,1680,0,2
3183,342,6,216,-1,1661,208,231,162,787,0,1
2991,355,8,0,0,3321,207,225,157,918,0,1
2748,30,13,330,9,1266,216,212,130,2216,1,2
2669,15,17,335,60,1167,202,202,133,2678,0,2
3618,21,21,525,206,2989,202,192,120,1414,1,1
2694,56,9,95,-2,1448,226,222,130,558,0,1
3181,97,16,430,76,900,244,215,95,1924,1,2
3287,304,7,551,97,781,200,236,176,636,0,1
2840,153,26,134,42,4613,241,231,102,4833,1,2
2973,135,7,95,19,4365,232,237,137,2089,1,2
3202,44,14,30,4,3323,222,210,119,3231,0,2
3145,105,9,42,1,2580,236,229,123,2496,1,1
3010,269,10,0,0,1879,194,244,189,1392,0,1
2991,261,20,450,59,1148,166,246,216,351,0,2
3383,207,13,454,91,2885,211,252,174,1283,0,1
3146,174,10,1194,203,3067,226,245,152,1661,0,2
3018,270,26,342,105,5275,142,238,229,1317,1,2
2786,338,10,162,15,3189,198,226,167,2980,1,2
2982,328,4,537,89,134,209,234,164,631,0,2
2801,0,0,446,88,3095,218,238,156,6378,1,1
3136,113,15,309,47,192,245,223,103,3797,0,2
2994,351,5,420,57,4311,212,232,158,1961,1,2
2983,43,10,376,9,2335,222,218,130,2466,0,2
3021,17,13,1050,223,2861,208,211,138,1129,0,2
2892,87,10,60,9,5038,235,224,119,1298,1,2
2769,237,13,192,55,384,197,251,190,2184,0,2
3125,240,8,175,9,1894,206,247,179,2591,0,2
3416,325,29,212,113,1243,135,194,191,1608,0,1
3261,86,11,240,20,2962,236,221,115,1253,0,1
3231,171,5,443,-19,2844,223,242,154,242,0,2
3280,6,6,636,82,1199,212,227,153,1746,0,1
3459,56,14,649,225,2102,228,211,113,1784,1,1
2871,74,27,124,57,127,240,177,49,962,1,2
2639,304,28,67,35,2340,131,212,215,2308,0,2
2698,84,11,67,5,2081,236,221,115,474,0,2
2975,94,10,127,16,4430,236,225,119,2011,1,2
3071,118,12,42,10,1529,241,229,116,2463,1,2
2742,50,4,127,-7,270,221,231,146,1092,1,2
3162,315,4,272,23,2922,209,236,166,3405,1,2
2906,84,6,212,39,2949,229,229,133,2166,1,2
3064,8,11,182,37,85,207,218,147,882,1,2
2862,223,24,175,55,1714,182,254,200,977,0,2
3079,6,7,212,39,124,212,226,152,947,1,2
3137,122,4,60,-5,4570,228,236,143,1092,1,1
3279,66,11,335,97,1061,231,218,118,1761,1,1
3132,61,19,390,86,255,232,198,91,1382,1,2
3296,136,16,335,5,1624,243,232,113,3207,0,2
2867,104,9,108,17,3941,236,229,124,6192,1,2
2991,55,6,323,12,3549,224,227,139,5476,1,2
3100,120,10,258,43,3606,238,232,124,703,1,2
2935,166,22,240,60,4417,233,241,128,1578,1,2
3181,69,12,811,76,1006,232,217,115,1824,1,2
2997,349,5,421,24,2846,211,232,159,95,1,1
2901,54,14,547,120,1170,228,208,111,1687,0,2
2937,96,14,182,45,1770,242,218,103,1965,0,2
2917,80,34,60,-27,402,242,160,20,1652,1,1
3119,185,28,685,305,1736,213,246,147,564,0,2
2795,160,13,162,40,1231,233,242,137,1782,0,2
3056,41,9,30,2,930,221,221,134,268,0,1
2922,70,6,67,3,3778,226,229,137,6356,1,2
3128,46,13,175,30,2236,224,211,119,2125,1,1
2765,123,11,242,30,2676,239,231,121,6748,1,2
2891,197,19,182,57,1680,212,252,168,1315,0,2
3032,153,20,323,112,1203,240,236,116,3141,1,1
3210,153,2,0,0,5327,222,239,153,765,1,1
2880,344,9,362,100,3937,203,226,162,5708,1,1
3031,351,5,300,46,2992,212,232,158,5994,1,2
3259,265,15,752,149,1342,181,245,202,2727,0,1
2786,190,20,342,50,1199,216,251,160,646,0,2
3202,62,4,1032,109,3037,223,232,145,2427,0,2
3182,316,18,42,1,3778,170,222,191,1723,1,1
3109,315,7,488,-39,6170,202,235,172,1436,1,1
2774,85,10,108,22,755,235,222,118,2259,0,2
2599,219,28,42,28,1581,178,253,198,1348,0,2
3329,119,12,577,134,437,240,229,117,511,0,1
2915,55,11,60,-2,2139,227,216,121,2076,0,1
2953,352,13,591,76,604,197,218,158,1106,0,1
3250,70,18,85,8,636,236,202,90,1115,0,2
2981,297,7,390,60,1731,201,238,176,612,0,2
3160,12,14,700,353,1302,205,211,141,1052,0,1
3249,176,15,272,33,4366,227,247,148,2343,0,1
2848,112,22,30,-7,124,251,212,77,959,1,1
3221,52,11,534,13,3903,226,216,123,2992,1,1
2846,72,13,42,9,2509,235,214,109,2581,1,2
2942,3,4,242,22,4991,214,232,155,1972,1,2
3210,117,11,313,49,1032,239,230,120,2016,0,1
3081,27,6,60,5,3660,217,226,145,1566,1,2
3005,315,1,240,66,2393,215,237,160,2442,0,2
2683,202,11,30,4,1507,215,250,169,3671,1,2
2818,308,27,30,20,4920,138,213,210,4723,1,2
2654,3,16,242,49,2374,197,208,146,1436,0,2
3002,343,18,67,10,3500,180,210,166,1965,0,1
2814,105,17,404,63,1676,246,218,95,626,0,2
3174,46,18,150,79,4811,223,199,104,1806,1,1
3185,54,12,0,0,1878,227,213,117,2083,1,1
3007,72,11,67,5,2177,233,219,117,1559,0,2
3300,11,5,108,8,5479,215,230,152,516,1,1
3041,320,7,390,96,2860,201,233,171,1620,0,1
3122,9,12,295,17,1719,206,215,146,2850,0,1
3123,28,11,376,17,3732,216,215,134,3730,1,1
3281,98,20,488,99,3930,248,208,79,983,0,1
2915,173,16,285,29,1719,228,246,145,1648,0,2
3134,162,11,180,25,2248,231,243,143,2448,1,1
2953,349,10,85,-7,1392,202,223,160,1226,0,2
3035,126,10,201,-9,2557,238,233,125,631,1,2
2880,346,17,95,25,1170,184,210,163,1950,0,1
3329,288,12,618,-10,3561,187,239,192,1477,1,1
2949,237,13,313,85,1828,196,251,191,1080,0,2
2574,306,14,330,91,390,180,231,191,876,0,2
3060,0,10,540,72,2321,205,221,153,2479,0,1
2975,14,9,30,0,3901,212,222,147,2362,1,1
2664,77,13,301,17,742,236,215,107,1863,1,2
2226,309,28,30,19,124,133,209,211,661,0,2
3077,236,3,677,78,5652,213,242,166,3650,1,1
3072,340,7,180,9,552,205,230,163,1632,0,1
2658,266,11,391,16,732,193,245,191,1263,1,2
2913,38,8,201,43,4202,220,222,137,6201,1,2
3300,264,21,360,71,3331,163,244,218,1358,0,2
2817,354,6,190,51,2215,209,229,158,604,0,2
3259,160,9,247,-13,3740,230,242,144,1723,0,2
3202,119,15,42,7,3334,245,225,105,324,0,1
3109,21,18,42,3,4203,206,200,127,3005,1,1
3019,56,14,390,74,4224,228,208,110,1779,1,2
2791,54,6,30,-3,3257,224,227,138,6450,1,2
3151,161,24,309,35,2531,236,237,117,3428,0,2
3100,296,7,342,42,2324,200,238,178,2197,0,1
2991,175,14,180,21,1579,227,247,148,3513,1,1
2718,8,10,95,14,2473,208,219,148,5201,1,2
2903,8,5,430,33,4243,214,230,153,5675,1,1
2741,144,12,90,7,2081,237,238,129,1293,1,2
3250,277,16,120,32,3540,175,241,205,1813,1,1
3278,197,9,319,52,3848,218,248,164,2522,1,1
3037,111,14,430,24,3672,243,224,108,4849,1,2
3040,87,5,67,5,2078,227,232,140,1863,0,2
2965,301,19,42,12,2071,163,228,204,1024,1,2
3164,145,13,277,48,1353,238,237,127,1784,0,2
2761,9,6,607,27,1414,214,228,152,912,1,2
3203,293,5,335,19,805,205,239,173,1776,0,1
3437,350,4,541,42,2614,212,233,158,1782,0,1
3182,1,13,242,47,3285,201,215,151,2484,0,1
2981,28,13,659,249,3300,215,212,132,1357,1,2
3276,29,8,216,43,3000,217,222,140,2343,1,1
3025,196,3,277,-14,3144,219,242,160,858,0,1
2936,75,13,255,10,3666,235,216,110,6054,1,2
3007,23,5,150,4,2800,217,228,148,1423,1,2
3091,124,23,240,2,924,251,217,81,1179,0,2
2969,67,6,488,59,865,227,228,135,1986,1,2
2859,18,12,216,33,2619,210,214,139,2721,1,2
3319,72,14,277,47,1003,235,213,106,631,0,1
2778,34,5,421,111,2816,219,228,146,6597,1,1
2706,20,6,466,101,2377,216,228,149,1593,0,2
2960,2,12,365,86,808,203,216,151,1816,0,2
3036,293,9,390,101,5972,195,238,183,1682,1,1
3129,46,15,150,11,2650,224,207,114,1180,0,1
3231,97,4,518,24,4709,226,234,143,2391,1,1
2867,355,20,350,161,2904,182,200,152,1797,1,2
2995,135,3,60,7,5314,225,238,148,4897,1,1
2896,299,14,190,44,1848,180,234,194,1230,0,2
2812,311,5,30,-2,2184,207,236,168,2686,1,2
3158,333,13,30,9,2809,191,223,172,942,0,2
2827,321,20,30,10,907,163,215,190,1920,1,1
2697,47,20,175,66,834,222,193,97,1146,0,2
2717,41,27,192,52,2652,212,171,80,1080,0,2
3355,290,16,234,48,3629,172,236,203,1699,0,1
2864,338,10,42,7,3489,198,226,167,2738,1,1
3255,279,13,212,32,3545,184,241,197,1766,1,1
3001,108,12,150,29,5169,240,226,114,4051,1,1
3011,102,9,190,40,4201,236,228,123,1087,1,2
3184,352,5,190,11,1415,211,231,158,67,0,1
2834,109,15,509,85,3188,245,222,102,2685,1,2
2772,324,2,85,9,2683,214,236,160,1922,1,2
3152,61,12,95,13,2934,230,214,115,3502,1,1
2772,56,5,342,105,2737,223,229,141,6650,1,1
3154,52,11,67,9,1560,226,217,124,1723,0,1
2578,9,14,150,15,752,204,212,144,1897,1,2
3175,12,15,525,157,4602,204,209,140,2151,1,1
2843,41,9,0,0,1400,221,221,134,1380,0,1
3227,18,9,42,5,3073,213,221,144,1981,1,1
3129,79,6,170,28,4657,228,229,135,1802,1,1
2686,64,14,469,86,1148,232,211,108,2630,1,2
2723,197,18,85,19,750,213,252,168,2081,0,2
3038,329,16,391,-30,1945,180,219,178,2325,0,2
3100,347,13,458,10,3673,196,219,162,4459,1,1
3194,31,23,579,196,4598,207,183,102,2362,1,1
3219,45,3,859,35,1302,220,232,149,2313,0,1
3239,69,21,524,141,4864,237,194,79,3188,1,1
2830,18,10,342,51,3288,212,219,143,1199,0,2
3091,99,31,242,74,3271,252,180,31,2114,0,1
2742,235,31,60,0,1655,153,249,219,1176,0,2
2800,51,6,0,0,2861,223,226,138,4497,1,2
2964,248,4,85,9,1351,211,243,170,331,0,2
2858,350,8,408,60,2142,205,226,159,1782,1,2
3242,140,18,510,151,5304,244,232,109,1583,1,1
3050,42,15,1158,181,2733,221,206,116,1224,0,2
2981,81,6,408,51,1008,228,230,136,2135,1,2
2905,12,11,42,2,1282,209,217,145,541,0,2
2723,22,15,150,47,1302,209,206,130,1969,1,2
3036,134,21,564,97,466,248,226,96,1879,0,2
2765,94,12,309,19,2919,238,222,113,2387,1,2
2975,214,11,67,6,4508,210,250,176,1950,1,1
3269,302,15,42,5,3554,178,232,194,1710,1,1
2982,90,6,216,-12,4536,230,230,134,2372,1,2
2903,74,7,537,105,3094,229,227,132,499,0,2
3242,48,13,42,9,2914,224,211,119,2287,1,1
2955,53,12,408,162,3726,227,215,120,2423,1,2
2556,352,18,60,5,319,186,206,157,1860,1,2
2852,45,3,162,35,1782,220,232,148,2287,1,2
2778,117,7,362,35,2827,232,234,135,6683,1,2
2845,352,8,42,2,2442,206,226,158,607,0,2
3360,296,17,323,60,1184,169,232,202,3063,0,1
