Loan_Status,Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Months_since_last_delinquent,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens
Not_Paid,302742,Long_Term,684.0,1550039.0,4_years,Home_Mortgage,Debt_Consolidation,18936.16,23.2,20.0,11,0,156275,235620.0,0.0,0.0
Fully_Paid,151690,Short_Term,714.0,1048040.0,6_years,Rent,Debt_Consolidation,11179.03,17.1,12.0,13,0,150556,361702.0,0.0,0.0
Fully_Paid,99999999,Short_Term,734.0,1036336.0,4_years,Home_Mortgage,Debt_Consolidation,11658.59,15.3,61.0,5,1,46018,95986.0,1.0,0.0
Fully_Paid,70862,Short_Term,721.0,1166771.0,5_years,Home_Mortgage,Buy_House,3403.09,22.0,62.0,5,1,80560,358798.0,1.0,0.0
Fully_Paid,429968,Long_Term,645.0,1039737.0,8_years,Rent,Debt_Consolidation,21487.86,30.0,18.0,10,0,266760,331078.0,0.0,0.0
Fully_Paid,229724,Short_Term,683.0,801192.0,1_year,Own_Home,Debt_Consolidation,19228.57,14.5,18.0,11,0,110181,554686.0,0.0,0.0
Fully_Paid,585662,Long_Term,741.0,1730862.0,10+_years,Home_Mortgage,Home_Improvements,16154.75,19.5,59.0,7,0,118674,1164570.0,0.0,0.0
Fully_Paid,438152,Long_Term,699.0,2365025.0,1_year,Home_Mortgage,Debt_Consolidation,33701.63,31.7,75.0,14,0,366624,612568.0,0.0,0.0
Fully_Paid,197538,Short_Term,741.0,1359545.0,3_years,Home_Mortgage,Debt_Consolidation,15068.33,11.2,26.0,11,0,167010,375496.0,0.0,0.0
Fully_Paid,329934,Short_Term,730.0,2108582.0,5_years,Home_Mortgage,Debt_Consolidation,44280.07,16.1,60.0,23,0,199785,613602.0,0.0,0.0
Fully_Paid,221870,Short_Term,739.0,766460.0,10+_years,Home_Mortgage,Debt_Consolidation,6642.78,16.0,30.0,12,0,95000,237578.0,0.0,0.0
Not_Paid,119350,Short_Term,727.0,1069567.0,3_years,Rent,Debt_Consolidation,13636.87,14.5,21.0,10,0,70224,166628.0,0.0,0.0
Fully_Paid,700546,Long_Term,718.0,2733929.0,10+_years,Home_Mortgage,Home_Improvements,52172.67,33.2,63.0,10,0,139555,287012.0,0.0,0.0
Fully_Paid,119284,Short_Term,738.0,972876.0,10+_years,Own_Home,Debt_Consolidation,23430.04,18.3,50.0,7,0,150423,214236.0,0.0,0.0
Not_Paid,313478,Short_Term,729.0,812212.0,7_years,Rent,Debt_Consolidation,13739.85,17.3,17.0,10,0,205656,585090.0,0.0,0.0
Fully_Paid,219428,Short_Term,729.0,852777.0,3_years,Home_Mortgage,Other,4491.22,14.5,58.0,7,1,130378,331078.0,1.0,0.0
Fully_Paid,434500,Long_Term,730.0,1970072.0,10+_years,Rent,Debt_Consolidation,10260.76,24.5,29.0,12,0,112841,369094.0,0.0,0.0
Fully_Paid,375474,Long_Term,685.0,1011218.0,5_years,Home_Mortgage,Debt_Consolidation,24269.27,17.9,6.0,11,0,104006,204798.0,0.0,0.0
Fully_Paid,559570,Long_Term,639.0,1836407.0,2_years,Home_Mortgage,Other,40094.94,27.2,60.0,18,0,360848,825726.0,0.0,0.0
Fully_Paid,649704,Short_Term,701.0,2057396.0,10+_years,Rent,Debt_Consolidation,27089.06,13.5,26.0,23,0,471960,1339426.0,0.0,0.0
Fully_Paid,449636,Long_Term,726.0,1741616.0,10+_years,Home_Mortgage,Debt_Consolidation,19593.37,25.1,11.0,7,0,185326,339548.0,0.0,0.0
Fully_Paid,237688,Long_Term,722.0,912361.0,10+_years,Home_Mortgage,Debt_Consolidation,15206.08,16.3,36.0,4,0,208221,222222.0,0.0,0.0
Fully_Paid,353518,Long_Term,641.0,899042.0,4_years,Rent,Debt_Consolidation,15134.07,16.1,70.0,8,0,119738,462154.0,0.0,0.0
Fully_Paid,396198,Long_Term,683.0,1178589.0,4_years,Home_Mortgage,Business_Loan,9045.71,17.0,44.0,8,0,400520,885016.0,0.0,0.0
Not_Paid,252362,Short_Term,737.0,925775.0,6_years,Home_Mortgage,Debt_Consolidation,10260.57,19.1,46.0,10,0,235296,369182.0,0.0,0.0
Fully_Paid,220902,Short_Term,725.0,801268.0,8_years,Rent,Debt_Consolidation,21500.78,12.8,19.0,11,0,123462,258500.0,0.0,0.0
Fully_Paid,553740,Short_Term,716.0,1740780.0,7_years,Home_Mortgage,Home_Improvements,20744.39,18.0,50.0,12,1,108300,493680.0,0.0,0.0
Fully_Paid,99999999,Short_Term,742.0,666007.0,5_years,Rent,Buy_a_Car,2813.9,12.5,61.0,12,0,68191,415602.0,0.0,0.0
Not_Paid,439472,Long_Term,704.0,1138632.0,10+_years,Rent,Debt_Consolidation,12524.99,20.1,56.0,9,0,265031,593604.0,0.0,0.0
Fully_Paid,222772,Long_Term,687.0,885020.0,6_years,Home_Mortgage,Debt_Consolidation,4941.33,13.5,31.0,5,0,132867,178266.0,0.0,0.0
Not_Paid,647680,Short_Term,734.0,3254852.0,10+_years,Home_Mortgage,Debt_Consolidation,61028.38,24.0,26.0,18,0,1140798,1722204.0,0.0,0.0
Not_Paid,531806,Short_Term,714.0,1336232.0,10+_years,Own_Home,Debt_Consolidation,23717.89,18.0,29.0,17,0,218785,419430.0,0.0,0.0
Not_Paid,264968,Short_Term,726.0,875197.0,8_years,Home_Mortgage,Debt_Consolidation,14805.37,10.4,28.0,14,0,142082,342012.0,0.0,0.0
Not_Paid,220550,Short_Term,7400.0,1142850.0,10+_years,Own_Home,Debt_Consolidation,20571.3,17.7,47.0,27,0,380228,1053250.0,0.0,0.0
Fully_Paid,184448,Short_Term,716.0,818862.0,4_years,Rent,Home_Improvements,22109.54,19.4,7.0,9,0,92701,170390.0,0.0,0.0
Fully_Paid,94754,Short_Term,712.0,725287.0,2_years,Own_Home,Other,5596.83,17.4,38.0,4,0,105678,144276.0,0.0,0.0
Fully_Paid,646206,Short_Term,714.0,3069488.0,7_years,Home_Mortgage,Business_Loan,50902.14,16.4,31.0,10,0,738834,911064.0,0.0,0.0
Fully_Paid,295152,Short_Term,704.0,2124276.0,<_1_year,Home_Mortgage,Debt_Consolidation,18410.24,34.1,9.0,9,0,1799680,2800864.0,0.0,0.0
Fully_Paid,186318,Short_Term,723.0,1195499.0,10+_years,Rent,Debt_Consolidation,9902.61,20.6,46.0,11,1,79648,139744.0,1.0,0.0
Fully_Paid,142032,Short_Term,738.0,1149918.0,8_years,Home_Mortgage,Home_Improvements,9314.37,25.0,40.0,12,1,72656,414414.0,1.0,0.0
Not_Paid,534336,Short_Term,738.0,1442100.0,<_1_year,Rent,Debt_Consolidation,19588.62,19.1,74.0,11,0,305026,625130.0,0.0,0.0
Fully_Paid,337832,Long_Term,706.0,1147562.0,6_years,Home_Mortgage,Debt_Consolidation,22377.63,17.7,40.0,11,0,533178,698368.0,0.0,0.0
Fully_Paid,173162,Short_Term,735.0,1458136.0,5_years,Home_Mortgage,Debt_Consolidation,10972.5,17.5,33.0,11,0,152038,352814.0,0.0,0.0
Fully_Paid,753368,Long_Term,717.0,2044856.0,9_years,Rent,Debt_Consolidation,7906.66,19.6,67.0,8,0,678794,1352802.0,0.0,0.0
Fully_Paid,99999999,Long_Term,737.0,3085790.0,10+_years,Home_Mortgage,Debt_Consolidation,80744.68,36.6,71.0,20,0,798247,1604658.0,0.0,0.0
Fully_Paid,263868,Long_Term,735.0,1899050.0,8_years,Home_Mortgage,Debt_Consolidation,8197.55,11.6,3.0,6,0,84607,208868.0,0.0,0.0
Fully_Paid,177936,Long_Term,662.0,1158696.0,3_years,Rent,Other,21242.57,16.5,8.0,16,0,328396,1263284.0,0.0,0.0
Fully_Paid,223982,Short_Term,744.0,967195.0,7_years,Home_Mortgage,Home_Improvements,20552.87,30.7,9.0,7,1,154166,426030.0,1.0,0.0
Not_Paid,128986,Short_Term,7120.0,1262550.0,10+_years,Home_Mortgage,Home_Improvements,26513.36,17.0,21.0,7,0,129656,236412.0,0.0,0.0
Not_Paid,205106,Short_Term,7160.0,615334.0,10+_years,Rent,Other,9076.3,13.0,22.0,3,0,49875,84172.0,0.0,0.0
Fully_Paid,380776,Long_Term,713.0,760323.0,1_year,Own_Home,Debt_Consolidation,2122.68,16.5,59.0,13,0,96425,280500.0,0.0,0.0
Fully_Paid,320760,Short_Term,690.0,1050757.0,10+_years,Home_Mortgage,Debt_Consolidation,16899.55,22.7,8.0,8,0,272840,331848.0,0.0,0.0
Fully_Paid,435996,Short_Term,725.0,1412042.0,3_years,Home_Mortgage,Debt_Consolidation,32123.68,16.2,29.0,11,0,400387,618992.0,0.0,0.0
Fully_Paid,110418,Short_Term,708.0,686527.0,5_years,Rent,Debt_Consolidation,10583.95,14.2,65.0,10,1,71364,128106.0,0.0,0.0
Fully_Paid,154506,Short_Term,739.0,606651.0,10+_years,Home_Mortgage,Other,11172.38,20.0,45.0,10,0,225169,648560.0,0.0,0.0
Fully_Paid,99999999,Short_Term,748.0,554078.0,10+_years,Home_Mortgage,Debt_Consolidation,10481.35,22.0,37.0,17,0,76475,471064.0,0.0,0.0
Fully_Paid,284724,Short_Term,718.0,1511260.0,2_years,Own_Home,Debt_Consolidation,15868.23,22.7,41.0,7,0,195795,284812.0,0.0,0.0
Fully_Paid,99999999,Short_Term,733.0,747460.0,2_years,Home_Mortgage,Debt_Consolidation,15758.79,14.1,39.0,9,0,54853,273746.0,0.0,0.0
Not_Paid,452166,Long_Term,695.0,1952516.0,<_1_year,Home_Mortgage,Debt_Consolidation,34656.95,15.7,1.0,14,0,428925,546964.0,0.0,0.0
Fully_Paid,163856,Short_Term,741.0,566067.0,1_year,Rent,Debt_Consolidation,8208.0,16.7,17.0,7,1,67412,122342.0,1.0,0.0
Fully_Paid,539990,Long_Term,682.0,1790807.0,2_years,Home_Mortgage,Debt_Consolidation,24026.64,17.3,53.0,13,1,81358,382910.0,1.0,0.0
Fully_Paid,157124,Long_Term,677.0,669104.0,2_years,Own_Home,Home_Improvements,13421.03,35.8,32.0,3,0,0,0.0,0.0,0.0
Not_Paid,154990,Short_Term,732.0,845918.0,5_years,Home_Mortgage,Debt_Consolidation,20513.54,15.3,72.0,7,0,195225,297440.0,0.0,0.0
Not_Paid,541860,Long_Term,683.0,1703407.0,9_years,Home_Mortgage,Debt_Consolidation,35345.7,20.0,5.0,26,0,323646,936870.0,0.0,0.0
Fully_Paid,761618,Short_Term,720.0,2067219.0,<_1_year,Home_Mortgage,Debt_Consolidation,24462.12,12.5,20.0,14,0,282625,524436.0,0.0,0.0
Fully_Paid,57002,Short_Term,743.0,891746.0,1_year,Rent,Debt_Consolidation,15457.07,49.3,47.0,13,0,151031,277574.0,0.0,0.0
Fully_Paid,750838,Long_Term,643.0,2964304.0,4_years,Own_Home,Debt_Consolidation,38535.99,24.2,27.0,6,0,434340,585464.0,0.0,0.0
Fully_Paid,327228,Long_Term,708.0,1657959.0,5_years,Home_Mortgage,Other,18928.37,15.8,46.0,11,1,104690,445676.0,1.0,0.0
Not_Paid,430892,Long_Term,624.0,954180.0,1_year,Home_Mortgage,Other,13994.64,15.4,12.0,6,0,283404,337964.0,0.0,0.0
Fully_Paid,179850,Short_Term,738.0,796062.0,<_1_year,Rent,Debt_Consolidation,12471.6,15.5,34.0,7,1,67545,269720.0,1.0,0.0
Not_Paid,412566,Long_Term,672.0,1781497.0,2_years,Home_Mortgage,Debt_Consolidation,32215.45,15.4,56.0,19,0,221236,326766.0,0.0,0.0
Fully_Paid,261404,Short_Term,749.0,1316966.0,10+_years,Home_Mortgage,Debt_Consolidation,17010.89,24.8,13.0,8,0,215802,481426.0,0.0,0.0
Fully_Paid,99999999,Short_Term,704.0,583167.0,<_1_year,Rent,Debt_Consolidation,9039.06,20.3,71.0,8,0,176738,299178.0,0.0,0.0
Fully_Paid,99999999,Long_Term,704.0,3781000.0,10+_years,Home_Mortgage,Debt_Consolidation,67112.75,15.6,11.0,24,0,151012,175208.0,0.0,0.0
Not_Paid,771848,Short_Term,713.0,1999788.0,3_years,Own_Home,Business_Loan,17331.42,29.1,49.0,12,0,632130,1798368.0,0.0,0.0
Fully_Paid,136070,Long_Term,651.0,1326599.0,<_1_year,Own_Home,Business_Loan,18671.87,19.5,15.0,16,0,148485,342518.0,0.0,0.0
Fully_Paid,405416,Short_Term,710.0,1916036.0,10+_years,Rent,Debt_Consolidation,24908.62,25.4,33.0,23,0,435176,747626.0,0.0,0.0
Fully_Paid,282018,Short_Term,739.0,1542116.0,10+_years,Rent,Debt_Consolidation,44078.67,29.0,38.0,14,0,1331330,1718552.0,0.0,0.0
Fully_Paid,499686,Short_Term,743.0,969760.0,10+_years,Own_Home,Other,7345.97,33.4,24.0,6,0,295165,727144.0,0.0,0.0
Not_Paid,417384,Long_Term,697.0,1126434.0,2_years,Home_Mortgage,Debt_Consolidation,25626.44,11.9,13.0,16,0,330201,536976.0,0.0,0.0
Fully_Paid,99999999,Short_Term,734.0,1217349.0,8_years,Rent,Debt_Consolidation,12782.06,16.4,66.0,5,0,209475,255860.0,0.0,0.0
Fully_Paid,99999999,Short_Term,747.0,688788.0,7_years,Home_Mortgage,Home_Improvements,958.55,17.8,3.0,6,0,40774,316844.0,0.0,0.0
Fully_Paid,99999999,Short_Term,744.0,1606184.0,10+_years,Home_Mortgage,Debt_Consolidation,22352.55,17.5,29.0,10,0,161861,215182.0,0.0,0.0
Fully_Paid,99999999,Short_Term,728.0,485222.0,3_years,Rent,Debt_Consolidation,5458.7,11.5,70.0,16,0,144609,274054.0,0.0,0.0
Fully_Paid,515482,Long_Term,741.0,3802698.0,3_years,Home_Mortgage,Debt_Consolidation,35174.89,23.7,32.0,18,0,450946,1800502.0,0.0,0.0
Fully_Paid,186318,Short_Term,750.0,1506092.0,5_years,Home_Mortgage,Debt_Consolidation,14558.75,17.0,41.0,18,0,116907,1353616.0,0.0,0.0
Fully_Paid,26730,Long_Term,626.0,431813.0,4_years,Rent,Other,190.57,8.2,34.0,6,0,190,222728.0,0.0,0.0
Fully_Paid,440044,Short_Term,743.0,1888410.0,10+_years,Home_Mortgage,Debt_Consolidation,34620.85,25.5,42.0,9,0,671650,922548.0,0.0,0.0
Fully_Paid,126698,Long_Term,707.0,799995.0,7_years,Rent,Debt_Consolidation,919.98,16.8,26.0,3,0,24909,77770.0,0.0,0.0
Fully_Paid,312136,Short_Term,738.0,1444095.0,2_years,Rent,Debt_Consolidation,6992.0,16.8,69.0,6,0,285551,477114.0,0.0,0.0
Fully_Paid,264352,Short_Term,722.0,645734.0,1_year,Home_Mortgage,Debt_Consolidation,13560.3,26.4,27.0,11,1,119396,347380.0,1.0,0.0
Fully_Paid,267344,Long_Term,703.0,1010173.0,10+_years,Home_Mortgage,Debt_Consolidation,17593.81,14.8,34.0,9,0,138852,490138.0,0.0,0.0
Fully_Paid,260326,Short_Term,715.0,1124154.0,4_years,Rent,Debt_Consolidation,11241.54,30.0,4.0,9,0,280117,600644.0,0.0,0.0
Fully_Paid,224620,Long_Term,669.0,543172.0,1_year,Own_Home,Debt_Consolidation,12176.15,15.7,14.0,13,0,126293,661672.0,0.0,0.0
Fully_Paid,343200,Short_Term,747.0,1611675.0,5_years,Home_Mortgage,Debt_Consolidation,24175.22,20.5,10.0,12,0,468977,834152.0,0.0,0.0
Fully_Paid,168190,Short_Term,733.0,580982.0,7_years,Rent,Debt_Consolidation,8182.16,15.4,60.0,7,2,97280,151822.0,2.0,0.0
Fully_Paid,331672,Short_Term,713.0,811490.0,4_years,Home_Mortgage,Business_Loan,7709.06,15.1,23.0,6,0,157320,326436.0,0.0,0.0
Fully_Paid,270556,Long_Term,691.0,1168272.0,4_years,Home_Mortgage,Debt_Consolidation,20639.51,14.5,22.0,14,0,26239,542696.0,0.0,0.0
Fully_Paid,99999999,Short_Term,730.0,1247350.0,5_years,Home_Mortgage,Home_Improvements,25737.21,16.1,46.0,10,0,170430,317262.0,0.0,0.0
Fully_Paid,359106,Short_Term,724.0,1938380.0,2_years,Home_Mortgage,Medical_Bills,1469.84,19.7,38.0,11,0,0,0.0,0.0,0.0
Fully_Paid,99999999,Short_Term,717.0,1412327.0,1_year,Home_Mortgage,Debt_Consolidation,8238.59,17.0,67.0,4,0,115178,174548.0,0.0,0.0
Fully_Paid,128634,Short_Term,695.0,463657.0,4_years,Home_Mortgage,Other,9891.4,8.7,16.0,9,0,76133,134178.0,0.0,0.0
Fully_Paid,474386,Long_Term,672.0,3864980.0,<_1_year,Rent,Home_Improvements,49922.5,18.1,8.0,9,0,439565,660132.0,0.0,0.0
Fully_Paid,64724,Short_Term,724.0,447241.0,<_1_year,Rent,Debt_Consolidation,1379.02,13.7,71.0,5,0,15694,108152.0,0.0,0.0
Fully_Paid,99999999,Short_Term,746.0,1719918.0,7_years,Home_Mortgage,Home_Improvements,5274.4,17.2,9.0,6,0,118218,445852.0,0.0,0.0
Fully_Paid,99999999,Long_Term,712.0,1340906.0,4_years,Home_Mortgage,Debt_Consolidation,23577.67,21.2,8.0,25,0,407721,733062.0,0.0,0.0
Not_Paid,778470,Long_Term,7120.0,3073440.0,<_1_year,Home_Mortgage,Debt_Consolidation,27404.84,22.9,22.0,20,0,765681,1090518.0,0.0,0.0
Fully_Paid,392942,Long_Term,683.0,1701355.0,10+_years,Rent,Debt_Consolidation,17651.57,34.0,19.0,4,0,0,0.0,0.0,0.0
Fully_Paid,99999999,Long_Term,713.0,855950.0,<_1_year,Rent,Debt_Consolidation,10841.97,18.8,60.0,16,0,167580,552816.0,0.0,0.0
Fully_Paid,756536,Short_Term,716.0,2426775.0,2_years,Home_Mortgage,Debt_Consolidation,33368.18,9.8,9.0,18,0,955662,1911162.0,0.0,0.0
Not_Paid,329538,Short_Term,702.0,1423005.0,9_years,Rent,Debt_Consolidation,34270.68,20.5,38.0,6,0,559759,676544.0,0.0,0.0
Fully_Paid,99999999,Short_Term,743.0,2727944.0,10+_years,Home_Mortgage,Debt_Consolidation,23642.27,26.3,35.0,10,0,195054,261690.0,0.0,0.0
Fully_Paid,99999999,Short_Term,726.0,3077696.0,10+_years,Home_Mortgage,Home_Improvements,23903.52,23.7,24.0,11,0,112385,167068.0,0.0,0.0
Not_Paid,359766,Long_Term,680.0,868129.0,4_years,Rent,Debt_Consolidation,24886.2,12.0,18.0,18,0,233567,814572.0,0.0,0.0
Fully_Paid,99999999,Short_Term,742.0,718257.0,10+_years,Home_Mortgage,Debt_Consolidation,6883.32,26.0,16.0,6,0,257697,410432.0,0.0,0.0
Fully_Paid,546986,Short_Term,692.0,1360476.0,5_years,Rent,Business_Loan,8537.08,20.7,73.0,4,0,223174,451000.0,0.0,0.0
Fully_Paid,99999999,Short_Term,745.0,2094389.0,10+_years,Home_Mortgage,Debt_Consolidation,27576.03,18.3,7.0,10,0,397214,667546.0,0.0,0.0
Fully_Paid,65780,Short_Term,734.0,984732.0,2_years,Home_Mortgage,Debt_Consolidation,18627.98,11.7,9.0,7,0,13509,57046.0,0.0,0.0
Fully_Paid,259358,Short_Term,721.0,2193588.0,10+_years,Home_Mortgage,Debt_Consolidation,6800.1,13.6,60.0,7,0,248539,399696.0,0.0,0.0
Fully_Paid,55440,Short_Term,715.0,861935.0,3_years,Rent,Debt_Consolidation,21117.17,10.9,37.0,28,0,106875,210826.0,0.0,0.0
Fully_Paid,602558,Short_Term,672.0,1336783.0,10+_years,Rent,Debt_Consolidation,13033.62,17.3,43.0,6,0,583946,953656.0,0.0,0.0
Fully_Paid,154858,Short_Term,746.0,926953.0,<_1_year,Rent,Debt_Consolidation,3684.67,28.1,31.0,4,0,98287,137610.0,0.0,0.0
Not_Paid,180312,Short_Term,720.0,1031396.0,10+_years,Rent,Other,13150.28,13.9,18.0,15,0,23997,227810.0,0.0,0.0
Fully_Paid,99999999,Short_Term,741.0,1149234.0,8_years,Home_Mortgage,Home_Improvements,1896.2,17.9,13.0,5,0,93556,159764.0,0.0,0.0
Fully_Paid,99999999,Long_Term,672.0,1501760.0,2_years,Rent,Debt_Consolidation,26656.24,15.4,13.0,47,0,498085,1410090.0,0.0,0.0
Fully_Paid,304062,Short_Term,707.0,1781896.0,10+_years,Home_Mortgage,Debt_Consolidation,14121.56,19.0,11.0,17,0,197296,530068.0,0.0,0.0
Fully_Paid,503844,Long_Term,720.0,948689.0,10+_years,Home_Mortgage,Business_Loan,13202.72,18.6,65.0,6,0,52345,100848.0,0.0,0.0
Fully_Paid,99999999,Short_Term,736.0,701271.0,5_years,Own_Home,Debt_Consolidation,13674.68,28.3,31.0,4,0,118503,181038.0,0.0,0.0
Fully_Paid,590546,Long_Term,717.0,1322324.0,5_years,Home_Mortgage,Debt_Consolidation,19614.46,15.7,81.0,11,0,383572,831688.0,0.0,0.0
Fully_Paid,261250,Long_Term,703.0,1823829.0,10+_years,Own_Home,Other,17174.48,22.6,41.0,12,0,237937,711920.0,0.0,0.0
Fully_Paid,43120,Short_Term,700.0,502645.0,7_years,Home_Mortgage,Home_Improvements,10471.66,7.1,20.0,5,0,24339,99198.0,0.0,0.0
Fully_Paid,752532,Short_Term,735.0,3193824.0,3_years,Home_Mortgage,Debt_Consolidation,52698.02,12.3,27.0,20,0,755896,1326138.0,0.0,0.0
Fully_Paid,215974,Short_Term,715.0,1305661.0,5_years,Rent,Debt_Consolidation,15559.1,17.8,70.0,8,1,102258,237754.0,1.0,0.0
Not_Paid,410234,Long_Term,626.0,1057331.0,10+_years,Rent,Debt_Consolidation,14273.94,20.1,66.0,13,1,44251,341660.0,0.0,0.0
Fully_Paid,99999999,Short_Term,722.0,1554732.0,9_years,Home_Mortgage,Debt_Consolidation,36276.89,29.8,65.0,18,0,391020,612656.0,0.0,0.0
Not_Paid,65648,Short_Term,744.0,945060.0,6_years,Own_Home,Other,3740.91,19.1,82.0,9,0,138377,288684.0,0.0,0.0
Fully_Paid,177210,Short_Term,671.0,941830.0,1_year,Home_Mortgage,Home_Improvements,8476.47,12.9,71.0,12,0,22648,327712.0,0.0,0.0
Fully_Paid,146410,Short_Term,724.0,1400566.0,10+_years,Rent,Debt_Consolidation,11787.98,11.1,62.0,15,0,135166,403392.0,0.0,0.0
Fully_Paid,325974,Short_Term,749.0,2533707.0,<_1_year,Home_Mortgage,Debt_Consolidation,32304.75,33.9,11.0,14,0,1155485,2649372.0,0.0,0.0
Not_Paid,302434,Long_Term,648.0,870656.0,10+_years,Home_Mortgage,Debt_Consolidation,8633.98,14.0,53.0,9,2,117515,203104.0,0.0,2.0
Fully_Paid,425568,Short_Term,729.0,1244272.0,4_years,Home_Mortgage,Other,17004.81,11.7,80.0,9,2,385605,911196.0,0.0,0.0
Fully_Paid,107712,Short_Term,733.0,313994.0,6_years,Rent,Debt_Consolidation,4997.57,14.5,9.0,8,0,10906,280764.0,0.0,0.0
Fully_Paid,99999999,Long_Term,735.0,1341742.0,10+_years,Home_Mortgage,Debt_Consolidation,13193.79,23.2,52.0,12,0,303829,1225774.0,0.0,0.0
Fully_Paid,202884,Short_Term,717.0,1460207.0,2_years,Home_Mortgage,Debt_Consolidation,21051.24,27.5,63.0,10,1,104367,297660.0,1.0,0.0
Fully_Paid,99999999,Short_Term,739.0,1285160.0,2_years,Home_Mortgage,Debt_Consolidation,14565.21,23.4,9.0,12,0,273752,821194.0,0.0,0.0
Fully_Paid,175714,Short_Term,715.0,812459.0,8_years,Home_Mortgage,Debt_Consolidation,23087.28,18.4,28.0,15,0,430920,581526.0,0.0,0.0
Fully_Paid,209352,Short_Term,720.0,5649840.0,1_year,Home_Mortgage,Home_Improvements,30226.72,23.1,29.0,11,0,33896,52338.0,0.0,0.0
Fully_Paid,432190,Short_Term,750.0,1555264.0,10+_years,Home_Mortgage,Debt_Consolidation,33956.61,12.7,66.0,12,0,73188,439142.0,0.0,0.0
Fully_Paid,151206,Short_Term,723.0,1399065.0,10+_years,Home_Mortgage,Home_Improvements,7018.6,18.7,29.0,9,1,195548,347820.0,1.0,0.0
Fully_Paid,401258,Short_Term,741.0,1732743.0,3_years,Rent,Debt_Consolidation,6425.61,17.0,8.0,13,0,131556,369732.0,0.0,0.0
Fully_Paid,99999999,Short_Term,719.0,1257819.0,1_year,Rent,Debt_Consolidation,5565.86,7.6,45.0,6,0,70870,131516.0,0.0,0.0
Fully_Paid,124366,Short_Term,741.0,565269.0,<_1_year,Rent,Debt_Consolidation,14791.12,18.9,8.0,15,0,155857,303336.0,0.0,0.0
Fully_Paid,87868,Short_Term,698.0,861859.0,9_years,Rent,Debt_Consolidation,6162.27,14.1,6.0,13,0,76152,495308.0,0.0,0.0
Fully_Paid,196394,Short_Term,721.0,848084.0,10+_years,Rent,Debt_Consolidation,16608.09,12.6,36.0,10,0,62795,207152.0,0.0,0.0
Not_Paid,130570,Short_Term,678.0,695343.0,5_years,Rent,Debt_Consolidation,19817.19,14.7,43.0,8,1,64543,1409892.0,1.0,0.0
Fully_Paid,358974,Long_Term,642.0,871929.0,2_years,Home_Mortgage,Debt_Consolidation,19545.68,11.8,46.0,14,0,174781,470624.0,0.0,0.0
Not_Paid,266002,Short_Term,7460.0,918935.0,8_years,Rent,Debt_Consolidation,7205.94,22.0,59.0,15,0,258210,1966888.0,0.0,0.0
Fully_Paid,154418,Short_Term,711.0,914470.0,<_1_year,Own_Home,Debt_Consolidation,9601.84,24.5,30.0,31,0,192907,715946.0,0.0,0.0
Fully_Paid,99999999,Short_Term,717.0,939816.0,10+_years,Home_Mortgage,Debt_Consolidation,17856.77,13.4,45.0,9,0,79743,112178.0,0.0,0.0
Fully_Paid,99999999,Short_Term,725.0,1181439.0,10+_years,Rent,Debt_Consolidation,7482.39,20.4,22.0,10,1,175655,533830.0,1.0,0.0
Fully_Paid,261998,Short_Term,738.0,1885560.0,6_years,Home_Mortgage,Debt_Consolidation,21841.07,25.3,5.0,12,0,1757253,5257648.0,0.0,0.0
Fully_Paid,99999999,Short_Term,671.0,1013365.0,10+_years,Own_Home,Debt_Consolidation,5007.64,19.9,23.0,11,4,207822,521972.0,0.0,0.0
Not_Paid,175626,Short_Term,680.0,1120050.0,4_years,Rent,Other,8176.46,8.0,28.0,4,0,3230,60302.0,0.0,0.0
Fully_Paid,99999999,Short_Term,743.0,1419642.0,10+_years,Home_Mortgage,Home_Improvements,16680.67,19.6,72.0,14,1,268546,898678.0,0.0,1.0
Fully_Paid,769230,Short_Term,724.0,2562435.0,3_years,Home_Mortgage,Debt_Consolidation,39290.67,21.1,46.0,15,0,227905,579986.0,0.0,0.0
Fully_Paid,311410,Short_Term,738.0,1307390.0,10+_years,Home_Mortgage,Debt_Consolidation,21136.17,29.7,43.0,18,0,351177,646470.0,0.0,0.0
Fully_Paid,172700,Long_Term,725.0,2143922.0,9_years,Home_Mortgage,Debt_Consolidation,41717.16,29.0,44.0,14,0,429856,828146.0,0.0,0.0
Fully_Paid,99999999,Short_Term,741.0,1250143.0,5_years,Home_Mortgage,Home_Improvements,7219.43,20.6,3.0,5,0,1090904,2231702.0,0.0,0.0
Fully_Paid,298958,Short_Term,725.0,1403207.0,9_years,Home_Mortgage,Debt_Consolidation,19527.82,20.4,69.0,6,0,392920,580294.0,0.0,0.0
Fully_Paid,429220,Long_Term,724.0,1503432.0,5_years,Home_Mortgage,Debt_Consolidation,23303.12,19.2,36.0,12,0,193705,409266.0,0.0,0.0
Not_Paid,141174,Short_Term,732.0,1348221.0,9_years,Rent,Other,12471.03,25.0,68.0,10,1,233681,676456.0,0.0,0.0
Not_Paid,171424,Short_Term,716.0,819983.0,10+_years,Home_Mortgage,Other,13392.91,16.5,18.0,10,0,98971,199980.0,0.0,0.0
